node_id,deg_in,deg_out,deg_total
95483,13,0,13
95484,1,1,2
95485,3,2,5
95486,1,1,2
95487,15,2,17
95488,23,1,24
95489,1,1,2
95490,1,1,2
95491,11,1,12
95492,11,1,12
95493,12,1,13
95494,19,1,20
95495,9,1,10
95496,15,1,16
95497,2,2,4
95498,3,3,6
95499,0,1,1
95500,2,1,3
95501,2,1,3
95502,1,1,2
95503,2,2,4
95504,1,1,2
95505,2,2,4
95506,1,1,2
95507,1,1,2
95508,1,1,2
95509,2,2,4
95510,1,1,2
95511,3,2,5
95512,1,1,2
95513,3,2,5
95514,1,1,2
95515,0,2,2
95516,3,3,6
95517,1,1,2
95518,1,7,8
95519,2,2,4
95520,2,2,4
95521,2,2,4
95522,2,2,4
95523,1,1,2
95524,6,1,7
95525,0,1,1
95526,2,1,3
95527,1,1,2
95528,2,2,4
95529,1,1,2
95530,2,2,4
95531,3,2,5
95532,14,2,16
95533,4,2,6
95534,3,3,6
95535,1,1,2
95536,1,1,2
95537,1,1,2
95538,1,6,7
95539,1,6,7
95540,2,7,9
95541,12,2,14
95542,1,1,2
95543,3,2,5
95544,21,1,22
95545,16,2,18
95546,33,2,35
95547,9,1,10
95548,26,8,34
95549,11,1,12
95550,0,2,2
95551,4,3,7
95552,1,2,3
95553,11,2,13
95554,1,1,2
95555,5,2,7
95556,1,1,2
95557,17,2,19
95558,1,1,2
95559,16,1,17
95560,21,1,22
95561,31,1,32
95562,1,1,2
95563,27,1,28
95564,16,2,18
95565,1,2,3
95566,27,2,29
95567,15,4,19
95568,1,6,7
95569,0,1,1
95570,17,8,25
95571,16,1,17
95572,17,2,19
95573,13,9,22
95574,15,1,16
95575,15,2,17
95576,9,1,10
95577,19,1,20
95578,6,2,8
95579,17,2,19
95580,20,2,22
95581,4,2,6
95582,18,2,20
95583,2,1,3
95584,1,1,2
95585,2,2,4
95586,1,1,2
95587,14,1,15
95588,4,2,6
95589,22,17,39
95590,14,2,16
95591,0,1,1
95592,20,2,22
95593,13,1,14
95594,18,1,19
95595,1,2,3
95596,8,1,9
95597,11,2,13
95598,15,2,17
95599,10,2,12
95600,1,1,2
95601,9,1,10
95602,2,2,4
95603,1,1,2
95604,2,2,4
95605,13,1,14
95606,24,2,26
95607,13,0,13
95608,13,2,15
95609,2,2,4
95610,2,10,12
95611,22,1,23
95612,1,14,15
95613,2,2,4
95614,1,1,2
95615,2,2,4
95616,1,1,2
95617,2,2,4
95618,2,2,4
95619,4,2,6
95620,1,1,2
95621,3,1,4
95622,2,2,4
95623,4,2,6
95624,2,2,4
95625,2,2,4
95626,2,1,3
95627,2,7,9
95628,2,2,4
95629,1,1,2
95630,0,1,1
95631,1,1,2
95632,1,1,2
95633,0,1,1
95634,2,1,3
95635,2,2,4
95636,1,1,2
95637,1,1,2
95638,2,2,4
95639,0,1,1
95640,3,2,5
95641,2,2,4
95642,2,2,4
95643,1,1,2
95644,1,1,2
95645,2,1,3
95646,1,1,2
95647,1,1,2
95648,0,2,2
95649,2,2,4
95650,2,2,4
95651,2,2,4
95652,1,6,7
95653,6,1,7
95654,13,34,47
95655,2,2,4
95656,1,1,2
95657,1,6,7
95658,2,1,3
95659,18,2,20
95660,1,1,2
95661,1,1,2
95662,2,2,4
95663,1,1,2
95664,2,2,4
95665,1,1,2
95666,1,1,2
95667,3,2,5
95668,2,1,3
95669,2,2,4
95670,10,2,12
95671,21,1,22
95672,21,2,23
95673,11,1,12
95674,1,1,2
95675,4,2,6
95676,2,2,4
95677,2,2,4
95678,2,2,4
95679,3,1,4
95680,1,1,2
95681,4,2,6
95682,2,1,3
95683,11,1,12
95684,9,9,18
95685,16,0,16
95686,5,4,9
95687,1,2,3
95688,2,3,5
95689,1,1,2
95690,1,1,2
95691,0,1,1
95692,3,3,6
95693,2,2,4
95694,3,3,6
95695,1,1,2
95696,0,1,1
95697,2,2,4
95698,1,1,2
95699,2,3,5
95700,1,3,4
95701,1,1,2
95702,2,3,5
95703,1,3,4
95704,1,6,7
95705,1,2,3
95706,1,2,3
95707,1,2,3
95708,2,2,4
95709,1,2,3
95710,1,1,2
95711,1,1,2
95712,2,3,5
95713,1,1,2
95714,3,3,6
95715,2,3,5
95716,1,6,7
95717,4,4,8
95718,1,6,7
95719,2,3,5
95720,2,3,5
95721,4,3,7
95722,2,7,9
95723,50,1,51
95724,2,3,5
95725,2,3,5
95726,1,6,7
95727,21,1,22
95728,0,1,1
95729,17,0,17
95730,2,2,4
95731,17,1,18
95732,18,2,20
95733,7,2,9
95734,1,6,7
95735,1,1,2
95736,5,2,7
95737,0,1,1
95738,27,2,29
95739,18,2,20
95740,14,2,16
95741,2,8,10
95742,18,16,34
95743,2,3,5
95744,1,1,2
95745,5,1,6
95746,23,2,25
95747,14,2,16
95748,19,2,21
95749,18,1,19
95750,9,2,11
95751,36,2,38
95752,13,1,14
95753,3,2,5
95754,2,1,3
95755,2,2,4
95756,3,2,5
95757,2,1,3
95758,1,1,2
95759,1,2,3
95760,2,2,4
95761,3,1,4
95762,1,1,2
95763,1,1,2
95764,2,2,4
95765,2,1,3
95766,1,6,7
95767,22,2,24
95768,6,3,9
95769,12,1,13
95770,12,2,14
95771,11,1,12
95772,15,1,16
95773,7,1,8
95774,19,2,21
95775,16,2,18
95776,1,6,7
95777,18,10,28
95778,17,1,18
95779,32,25,57
95780,34,1,35
95781,21,2,23
95782,16,1,17
95783,3,1,4
95784,2,1,3
95785,2,2,4
95786,1,2,3
95787,1,6,7
95788,2,1,3
95789,1,6,7
95790,20,2,22
95791,1,6,7
95792,2,1,3
95793,1,6,7
95794,1,2,3
95795,2,2,4
95796,10,2,12
95797,17,4,21
95798,1,6,7
95799,1,6,7
95800,9,1,10
95801,2,1,3
95802,1,1,2
95803,1,1,2
95804,1,1,2
95805,2,2,4
95806,0,1,1
95807,2,2,4
95808,1,3,4
95809,2,0,2
95810,1,1,2
95811,21,2,23
95812,11,1,12
95813,6,10,16
95814,12,2,14
95815,17,1,18
95816,19,2,21
95817,22,2,24
95818,33,1,34
95819,15,1,16
95820,16,3,19
95821,16,2,18
95822,27,1,28
95823,2,3,5
95824,15,1,16
95825,1,1,2
95826,1,1,2
95827,1,2,3
95828,2,2,4
95829,11,2,13
95830,1,1,2
95831,14,2,16
95832,2,2,4
95833,2,1,3
95834,2,2,4
95835,1,1,2
95836,2,10,12
95837,1,1,2
95838,1,1,2
95839,2,2,4
95840,1,1,2
95841,1,1,2
95842,2,2,4
95843,4,1,5
95844,3,2,5
95845,18,1,19
95846,12,1,13
95847,3,2,5
95848,2,1,3
95849,1,1,2
95850,2,2,4
95851,0,1,1
95852,1,1,2
95853,1,1,2
95854,1,1,2
95855,2,2,4
95856,7,1,8
95857,4,2,6
95858,1,1,2
95859,1,1,2
95860,3,2,5
95861,1,6,7
95862,2,2,4
95863,1,6,7
95864,1,1,2
95865,15,20,35
95866,8,4,12
95867,10,1,11
95868,9,2,11
95869,4,1,5
95870,16,3,19
95871,1,1,2
95872,12,1,13
95873,10,2,12
95874,3,2,5
95875,1,6,7
95876,1,1,2
95877,1,1,2
95878,19,1,20
95879,2,2,4
95880,3,2,5
95881,0,1,1
95882,1,1,2
95883,1,1,2
95884,10,1,11
95885,22,2,24
95886,33,1,34
95887,14,2,16
95888,8,2,10
95889,18,2,20
95890,24,1,25
95891,22,3,25
95892,12,1,13
95893,10,1,11
95894,1,1,2
95895,9,1,10
95896,0,1,1
95897,2,1,3
95898,1,1,2
95899,12,22,34
95900,19,3,22
95901,2,7,9
95902,9,2,11
95903,1,1,2
95904,1,1,2
95905,4,3,7
95906,0,1,1
95907,6,1,7
95908,1,6,7
95909,1,1,2
95910,1,1,2
95911,1,1,2
95912,2,2,4
95913,6,2,8
95914,3,2,5
95915,5,2,7
95916,21,1,22
95917,12,1,13
95918,1,1,2
95919,11,13,24
95920,16,1,17
95921,1,1,2
95922,13,1,14
95923,10,2,12
95924,2,2,4
95925,1,1,2
95926,2,2,4
95927,14,2,16
95928,2,2,4
95929,15,1,16
95930,12,18,30
95931,10,0,10
95932,28,2,30
95933,4,2,6
95934,1,1,2
95935,10,1,11
95936,0,1,1
95937,0,1,1
95938,3,2,5
95939,13,2,15
95940,5,1,6
95941,16,1,17
95942,34,20,54
95943,13,1,14
95944,11,1,12
95945,16,7,23
95946,17,2,19
95947,13,1,14
95948,1,1,2
95949,3,2,5
95950,2,3,5
95951,1,6,7
95952,3,2,5
95953,3,2,5
95954,26,2,28
95955,26,2,28
95956,10,3,13
95957,5,2,7
95958,20,2,22
95959,15,1,16
95960,1,1,2
95961,2,2,4
95962,18,2,20
95963,2,2,4
95964,10,2,12
95965,12,1,13
95966,16,2,18
95967,15,2,17
95968,16,2,18
95969,2,2,4
95970,2,1,3
95971,6,1,7
95972,1,1,2
95973,0,1,1
95974,16,3,19
95975,2,2,4
95976,3,2,5
95977,1,1,2
95978,1,1,2
95979,2,2,4
95980,1,6,7
95981,15,2,17
95982,2,1,3
95983,19,2,21
95984,1,1,2
95985,2,2,4
95986,0,1,1
95987,2,1,3
95988,0,1,1
95989,2,0,2
95990,13,1,14
95991,4,2,6
95992,1,1,2
95993,11,2,13
95994,2,1,3
95995,27,1,28
95996,8,2,10
95997,3,2,5
95998,11,2,13
95999,16,2,18
96000,15,1,16
96001,18,2,20
96002,19,2,21
96003,23,2,25
96004,14,2,16
96005,23,2,25
96006,15,1,16
96007,13,2,15
96008,11,1,12
96009,2,2,4
96010,14,1,15
96011,10,2,12
96012,25,2,27
96013,17,2,19
96014,7,1,8
96015,1,6,7
96016,9,1,10
96017,1,1,2
96018,1,1,2
96019,1,1,2
96020,1,1,2
96021,1,1,2
96022,15,32,47
96023,5,1,6
96024,17,75,92
96025,24,0,24
96026,26,2,28
96027,1,1,2
96028,3,1,4
96029,1,1,2
96030,1,1,2
96031,2,2,4
96032,2,2,4
96033,1,1,2
96034,7,1,8
96035,21,5,26
96036,14,1,15
96037,12,2,14
96038,2,2,4
96039,0,2,2
96040,3,1,4
96041,11,2,13
96042,3,2,5
96043,1,1,2
96044,2,2,4
96045,1,1,2
96046,1,10,11
96047,17,1,18
96048,3,2,5
96049,13,1,14
96050,13,1,14
96051,8,1,9
96052,1,1,2
96053,2,1,3
96054,1,1,2
96055,18,1,19
96056,1,1,2
96057,6,3,9
96058,1,3,4
96059,3,1,4
96060,10,2,12
96061,11,1,12
96062,21,4,25
96063,17,2,19
96064,1,1,2
96065,0,2,2
96066,8,0,8
96067,3,3,6
96068,0,1,1
96069,7,2,9
96070,11,2,13
96071,1,2,3
96072,13,1,14
96073,5,20,25
96074,12,2,14
96075,15,2,17
96076,2,2,4
96077,1,1,2
96078,8,2,10
96079,14,1,15
96080,9,1,10
96081,22,2,24
96082,11,2,13
96083,22,1,23
96084,18,2,20
96085,14,3,17
96086,10,2,12
96087,3,3,6
96088,6,2,8
96089,18,2,20
96090,21,1,22
96091,1,1,2
96092,1,1,2
96093,1,1,2
96094,12,1,13
96095,1,6,7
96096,1,1,2
96097,1,1,2
96098,18,2,20
96099,3,3,6
96100,1,2,3
96101,1,1,2
96102,1,1,2
96103,4,2,6
96104,3,4,7
96105,0,1,1
96106,5,3,8
96107,2,2,4
96108,3,3,6
96109,2,3,5
96110,2,2,4
96111,2,4,6
96112,1,2,3
96113,2,3,5
96114,2,3,5
96115,1,1,2
96116,2,3,5
96117,2,2,4
96118,1,2,3
96119,1,2,3
96120,1,1,2
96121,0,1,1
96122,0,1,1
96123,2,3,5
96124,1,6,7
96125,3,3,6
96126,1,2,3
96127,3,4,7
96128,1,3,4
96129,1,6,7
96130,3,3,6
96131,2,3,5
96132,1,6,7
96133,3,3,6
96134,1,2,3
96135,1,1,2
96136,0,1,1
96137,2,3,5
96138,0,2,2
96139,1,1,2
96140,2,3,5
96141,2,3,5
96142,2,3,5
96143,1,2,3
96144,2,3,5
96145,1,2,3
96146,1,6,7
96147,3,3,6
96148,2,3,5
96149,1,6,7
96150,20,9,29
96151,2,3,5
96152,2,2,4
96153,2,2,4
96154,3,3,6
96155,3,3,6
96156,80,2,82
96157,1,2,3
96158,14,3,17
96159,19,1,20
96160,14,2,16
96161,3,2,5
96162,14,2,16
96163,4,2,6
96164,12,1,13
96165,14,2,16
96166,18,2,20
96167,19,1,20
96168,10,0,10
96169,21,2,23
96170,13,2,15
96171,14,3,17
96172,1,1,2
96173,0,2,2
96174,5,2,7
96175,1,1,2
96176,2,1,3
96177,1,6,7
96178,18,2,20
96179,1,6,7
96180,3,2,5
96181,1,6,7
96182,2,2,4
96183,1,1,2
96184,15,2,17
96185,1,6,7
96186,11,2,13
96187,18,1,19
96188,1,1,2
96189,1,6,7
96190,15,3,18
96191,20,0,20
96192,2,2,4
96193,5,3,8
96194,1,6,7
96195,1,1,2
96196,2,2,4
96197,1,1,2
96198,4,2,6
96199,0,1,1
96200,3,2,5
96201,3,2,5
96202,1,1,2
96203,1,1,2
96204,2,2,4
96205,2,2,4
96206,2,2,4
96207,1,1,2
96208,1,1,2
96209,2,2,4
96210,28,1,29
96211,21,1,22
96212,22,1,23
96213,15,1,16
96214,8,1,9
96215,16,1,17
96216,15,2,17
96217,15,1,16
96218,37,2,39
96219,1,6,7
96220,13,18,31
96221,17,2,19
96222,24,6,30
96223,11,1,12
96224,11,14,25
96225,3,4,7
96226,8,18,26
96227,0,1,1
96228,8,1,9
96229,16,1,17
96230,8,2,10
96231,1,1,2
96232,15,2,17
96233,15,1,16
96234,1,1,2
96235,4,1,5
96236,3,3,6
96237,1,1,2
96238,0,1,1
96239,3,3,6
96240,0,1,1
96241,3,2,5
96242,1,1,2
96243,1,6,7
96244,17,31,48
96245,1,2,3
96246,20,2,22
96247,2,2,4
96248,4,1,5
96249,1,1,2
96250,2,2,4
96251,13,2,15
96252,10,0,10
96253,3,2,5
96254,9,3,12
96255,1,6,7
96256,2,7,9
96257,9,34,43
96258,3,32,35
96259,0,1,1
96260,21,2,23
96261,11,1,12
96262,22,2,24
96263,10,1,11
96264,16,3,19
96265,7,3,10
96266,10,2,12
96267,18,2,20
96268,7,1,8
96269,25,17,42
96270,9,1,10
96271,8,1,9
96272,36,6,42
96273,33,4,37
96274,1,1,2
96275,11,2,13
96276,0,1,1
96277,1,1,2
96278,19,2,21
96279,1,1,2
96280,1,1,2
96281,1,1,2
96282,1,1,2
96283,1,1,2
96284,3,3,6
96285,1,6,7
96286,2,2,4
96287,18,1,19
96288,3,1,4
96289,2,1,3
96290,2,2,4
96291,2,2,4
96292,2,1,3
96293,1,6,7
96294,17,1,18
96295,21,1,22
96296,11,3,14
96297,14,0,14
96298,1,1,2
96299,22,2,24
96300,3,2,5
96301,1,1,2
96302,2,2,4
96303,2,2,4
96304,1,1,2
96305,1,1,2
96306,2,1,3
96307,0,1,1
96308,2,2,4
96309,3,1,4
96310,0,1,1
96311,2,1,3
96312,0,2,2
96313,2,0,2
96314,1,1,2
96315,2,2,4
96316,2,2,4
96317,2,1,3
96318,16,2,18
96319,16,1,17
96320,14,2,16
96321,21,1,22
96322,1,1,2
96323,6,2,8
96324,1,6,7
96325,15,2,17
96326,18,2,20
96327,7,1,8
96328,17,4,21
96329,7,1,8
96330,2,1,3
96331,17,1,18
96332,2,3,5
96333,1,6,7
96334,19,5,24
96335,25,1,26
96336,2,2,4
96337,2,1,3
96338,10,2,12
96339,17,1,18
96340,4,2,6
96341,24,2,26
96342,0,1,1
96343,13,0,13
96344,9,1,10
96345,0,1,1
96346,3,3,6
96347,1,1,2
96348,2,2,4
96349,1,1,2
96350,1,1,2
96351,1,1,2
96352,3,2,5
96353,1,1,2
96354,1,6,7
96355,16,20,36
96356,1,1,2
96357,1,1,2
96358,2,1,3
96359,19,1,20
96360,2,2,4
96361,4,2,6
96362,2,2,4
96363,11,1,12
96364,4,2,6
96365,2,2,4
96366,11,1,12
96367,33,1,34
96368,1,1,2
96369,12,1,13
96370,14,2,16
96371,33,2,35
96372,5,2,7
96373,14,1,15
96374,15,2,17
96375,2,1,3
96376,9,2,11
96377,11,2,13
96378,1,6,7
96379,13,1,14
96380,19,2,21
96381,12,1,13
96382,16,1,17
96383,6,9,15
96384,1,6,7
96385,1,2,3
96386,22,2,24
96387,4,1,5
96388,1,1,2
96389,1,1,2
96390,5,13,18
96391,0,1,1
96392,1,0,1
96393,23,1,24
96394,15,2,17
96395,34,2,36
96396,16,2,18
96397,13,1,14
96398,1,1,2
96399,2,2,4
96400,2,2,4
96401,0,1,1
96402,7,2,9
96403,25,1,26
96404,15,1,16
96405,23,1,24
96406,8,2,10
96407,20,1,21
96408,1,6,7
96409,22,7,29
96410,18,1,19
96411,12,2,14
96412,2,2,4
96413,19,1,20
96414,23,2,25
96415,0,1,1
96416,21,1,22
96417,17,1,18
96418,16,2,18
96419,1,1,2
96420,1,1,2
96421,2,1,3
96422,1,1,2
96423,2,2,4
96424,2,7,9
96425,13,2,15
96426,29,1,30
96427,2,2,4
96428,11,1,12
96429,12,2,14
96430,16,2,18
96431,14,1,15
96432,14,2,16
96433,1,6,7
96434,11,12,23
96435,1,3,4
96436,1,6,7
96437,9,2,11
96438,1,2,3
96439,4,2,6
96440,23,17,40
96441,10,0,10
96442,14,1,15
96443,21,1,22
96444,29,1,30
96445,15,2,17
96446,22,1,23
96447,15,1,16
96448,22,2,24
96449,25,19,44
96450,3,1,4
96451,2,2,4
96452,2,2,4
96453,14,2,16
96454,9,1,10
96455,19,1,20
96456,20,2,22
96457,2,1,3
96458,23,2,25
96459,28,2,30
96460,11,2,13
96461,8,1,9
96462,3,1,4
96463,2,2,4
96464,1,1,2
96465,3,2,5
96466,1,6,7
96467,1,1,2
96468,15,1,16
96469,12,1,13
96470,1,5,6
96471,1,2,3
96472,9,2,11
96473,3,3,6
96474,1,1,2
96475,1,1,2
96476,1,1,2
96477,2,2,4
96478,0,1,1
96479,1,0,1
96480,1,1,2
96481,2,2,4
96482,2,2,4
96483,1,1,2
96484,2,2,4
96485,1,1,2
96486,21,2,23
96487,3,2,5
96488,15,26,41
96489,20,1,21
96490,1,1,2
96491,0,2,2
96492,2,1,3
96493,2,1,3
96494,4,3,7
96495,0,2,2
96496,32,1,33
96497,1,1,2
96498,1,1,2
96499,2,2,4
96500,1,6,7
96501,7,2,9
96502,2,2,4
96503,2,2,4
96504,2,2,4
96505,3,2,5
96506,15,1,16
96507,14,2,16
96508,14,2,16
96509,3,2,5
96510,16,10,26
96511,1,2,3
96512,22,1,23
96513,19,2,21
96514,9,2,11
96515,16,4,20
96516,2,2,4
96517,2,2,4
96518,3,2,5
96519,2,1,3
96520,25,15,40
96521,16,1,17
96522,13,1,14
96523,0,1,1
96524,1,1,2
96525,1,2,3
96526,1,1,2
96527,0,1,1
96528,4,3,7
96529,1,2,3
96530,2,3,5
96531,1,1,2
96532,2,2,4
96533,1,2,3
96534,2,3,5
96535,3,2,5
96536,1,1,2
96537,1,1,2
96538,1,2,3
96539,1,2,3
96540,1,1,2
96541,1,2,3
96542,2,3,5
96543,1,2,3
96544,9,2,11
96545,2,2,4
96546,1,1,2
96547,1,1,2
96548,1,1,2
96549,2,3,5
96550,1,2,3
96551,4,2,6
96552,2,3,5
96553,2,3,5
96554,1,2,3
96555,1,2,3
96556,3,3,6
96557,4,2,6
96558,2,3,5
96559,0,1,1
96560,0,1,1
96561,2,3,5
96562,1,2,3
96563,1,2,3
96564,1,2,3
96565,2,3,5
96566,2,2,4
96567,2,2,4
96568,1,6,7
96569,2,3,5
96570,2,3,5
96571,1,2,3
96572,18,3,21
96573,14,3,17
96574,2,3,5
96575,1,2,3
96576,2,3,5
96577,1,6,7
96578,15,1,16
96579,11,3,14
96580,16,2,18
96581,2,3,5
96582,1,6,7
96583,16,8,24
96584,23,2,25
96585,11,1,12
96586,11,1,12
96587,17,1,18
96588,4,1,5
96589,5,3,8
96590,6,2,8
96591,13,2,15
96592,24,14,38
96593,2,4,6
96594,20,3,23
96595,5,4,9
96596,20,3,23
96597,1,1,2
96598,1,1,2
96599,1,3,4
96600,1,3,4
96601,1,1,2
96602,2,4,6
96603,2,3,5
96604,13,3,16
96605,2,4,6
96606,2,4,6
96607,3,4,7
96608,1,6,7
96609,1,6,7
96610,21,1,22
96611,14,2,16
96612,18,2,20
96613,1,6,7
96614,20,1,21
96615,29,1,30
96616,13,2,15
96617,15,2,17
96618,14,2,16
96619,19,2,21
96620,3,4,7
96621,18,2,20
96622,3,1,4
96623,17,1,18
96624,13,1,14
96625,14,2,16
96626,8,1,9
96627,26,2,28
96628,13,2,15
96629,17,2,19
96630,18,2,20
96631,11,1,12
96632,1,1,2
96633,11,2,13
96634,8,2,10
96635,1,10,11
96636,14,2,16
96637,9,2,11
96638,11,5,16
96639,30,1,31
96640,1,2,3
96641,22,2,24
96642,2,2,4
96643,30,2,32
96644,15,1,16
96645,5,2,7
96646,29,1,30
96647,18,2,20
96648,17,2,19
96649,9,1,10
96650,2,2,4
96651,9,1,10
96652,1,14,15
96653,20,1,21
96654,12,1,13
96655,14,2,16
96656,14,2,16
96657,1,6,7
96658,1,6,7
96659,25,0,25
96660,10,2,12
96661,22,2,24
96662,5,2,7
96663,12,2,14
96664,2,2,4
96665,12,1,13
96666,0,1,1
96667,3,3,6
96668,12,2,14
96669,22,2,24
96670,5,2,7
96671,2,3,5
96672,1,1,2
96673,1,6,7
96674,3,1,4
96675,17,2,19
96676,8,1,9
96677,6,1,7
96678,2,2,4
96679,1,2,3
96680,9,2,11
96681,3,3,6
96682,16,1,17
96683,2,2,4
96684,1,1,2
96685,10,2,12
96686,6,1,7
96687,0,1,1
96688,2,2,4
96689,16,2,18
96690,21,9,30
96691,16,2,18
96692,17,2,19
96693,21,1,22
96694,2,2,4
96695,2,2,4
96696,5,2,7
96697,3,2,5
96698,2,2,4
96699,12,2,14
96700,15,1,16
96701,19,2,21
96702,14,2,16
96703,1,1,2
96704,12,9,21
96705,1,1,2
96706,14,3,17
96707,10,0,10
96708,22,2,24
96709,26,1,27
96710,13,2,15
96711,1,6,7
96712,2,2,4
96713,2,2,4
96714,25,1,26
96715,0,2,2
96716,1,6,7
96717,2,3,5
96718,1,10,11
96719,3,3,6
96720,1,2,3
96721,0,1,1
96722,3,3,6
96723,1,2,3
96724,5,2,7
96725,1,2,3
96726,1,1,2
96727,0,1,1
96728,10,2,12
96729,1,2,3
96730,1,1,2
96731,2,2,4
96732,10,2,12
96733,15,2,17
96734,10,2,12
96735,1,1,2
96736,1,1,2
96737,6,2,8
96738,2,2,4
96739,16,1,17
96740,2,3,5
96741,2,2,4
96742,1,6,7
96743,1,1,2
96744,1,1,2
96745,0,1,1
96746,2,1,3
96747,1,1,2
96748,2,1,3
96749,6,1,7
96750,18,1,19
96751,1,1,2
96752,1,6,7
96753,28,2,30
96754,1,1,2
96755,0,2,2
96756,2,0,2
96757,4,1,5
96758,0,1,1
96759,21,2,23
96760,19,10,29
96761,29,2,31
96762,1,1,2
96763,1,1,2
96764,1,1,2
96765,11,2,13
96766,12,18,30
96767,8,2,10
96768,3,2,5
96769,15,1,16
96770,12,2,14
96771,1,1,2
96772,13,1,14
96773,14,1,15
96774,22,2,24
96775,29,1,30
96776,34,7,41
96777,5,1,6
96778,10,3,13
96779,19,1,20
96780,3,3,6
96781,1,6,7
96782,3,2,5
96783,16,2,18
96784,5,2,7
96785,1,1,2
96786,0,1,1
96787,12,1,13
96788,3,3,6
96789,1,6,7
96790,1,3,4
96791,20,1,21
96792,7,1,8
96793,17,2,19
96794,3,1,4
96795,10,3,13
96796,2,2,4
96797,18,2,20
96798,10,2,12
96799,19,1,20
96800,9,2,11
96801,28,2,30
96802,12,1,13
96803,13,1,14
96804,20,2,22
96805,23,3,26
96806,2,2,4
96807,1,1,2
96808,21,1,22
96809,21,1,22
96810,17,2,19
96811,8,2,10
96812,11,1,12
96813,1,1,2
96814,9,1,10
96815,25,3,28
96816,15,2,17
96817,18,2,20
96818,14,2,16
96819,1,1,2
96820,1,1,2
96821,1,1,2
96822,1,1,2
96823,1,1,2
96824,18,2,20
96825,16,2,18
96826,30,2,32
96827,1,1,2
96828,1,6,7
96829,1,1,2
96830,13,1,14
96831,17,2,19
96832,0,4,4
96833,11,0,11
96834,14,2,16
96835,1,1,2
96836,14,2,16
96837,8,1,9
96838,18,1,19
96839,22,2,24
96840,1,1,2
96841,1,6,7
96842,19,21,40
96843,7,2,9
96844,1,6,7
96845,14,3,17
96846,22,1,23
96847,19,1,20
96848,19,1,20
96849,2,2,4
96850,2,2,4
96851,6,2,8
96852,1,2,3
96853,1,1,2
96854,1,1,2
96855,21,1,22
96856,16,0,16
96857,11,0,11
96858,13,2,15
96859,3,2,5
96860,3,1,4
96861,10,2,12
96862,2,2,4
96863,1,1,2
96864,27,1,28
96865,9,1,10
96866,16,1,17
96867,12,2,14
96868,15,2,17
96869,1,1,2
96870,1,1,2
96871,2,1,3
96872,1,1,2
96873,20,2,22
96874,2,2,4
96875,22,2,24
96876,1,1,2
96877,3,2,5
96878,1,1,2
96879,6,2,8
96880,15,2,17
96881,1,1,2
96882,7,2,9
96883,1,3,4
96884,3,4,7
96885,8,2,10
96886,11,2,13
96887,10,3,13
96888,1,6,7
96889,4,4,8
96890,18,2,20
96891,12,2,14
96892,21,1,22
96893,18,2,20
96894,2,1,3
96895,4,1,5
96896,1,1,2
96897,8,1,9
96898,11,0,11
96899,11,2,13
96900,22,2,24
96901,6,2,8
96902,21,1,22
96903,1,1,2
96904,2,2,4
96905,8,2,10
96906,6,2,8
96907,11,1,12
96908,12,10,22
96909,12,2,14
96910,16,1,17
96911,15,1,16
96912,15,1,16
96913,15,1,16
96914,10,1,11
96915,16,2,18
96916,13,10,23
96917,15,1,16
96918,16,2,18
96919,15,1,16
96920,32,2,34
96921,1,1,2
96922,4,2,6
96923,21,1,22
96924,15,2,17
96925,2,2,4
96926,1,1,2
96927,1,1,2
96928,0,1,1
96929,1,0,1
96930,3,2,5
96931,3,1,4
96932,10,2,12
96933,24,2,26
96934,22,2,24
96935,18,2,20
96936,3,2,5
96937,2,2,4
96938,1,2,3
96939,10,2,12
96940,1,6,7
96941,27,0,27
96942,19,2,21
96943,15,2,17
96944,17,2,19
96945,1,1,2
96946,2,0,2
96947,18,2,20
96948,14,2,16
96949,16,1,17
96950,11,1,12
96951,11,1,12
96952,17,2,19
96953,28,2,30
96954,1,6,7
96955,3,4,7
96956,14,2,16
96957,1,1,2
96958,1,1,2
96959,34,5,39
96960,18,1,19
96961,1,1,2
96962,15,2,17
96963,1,6,7
96964,1,1,2
96965,15,1,16
96966,13,1,14
96967,3,1,4
96968,3,3,6
96969,10,2,12
96970,2,2,4
96971,22,2,24
96972,1,1,2
96973,4,3,7
96974,1,2,3
96975,0,2,2
96976,2,10,12
96977,1,2,3
96978,1,3,4
96979,1,6,7
96980,2,3,5
96981,1,1,2
96982,1,2,3
96983,2,3,5
96984,2,3,5
96985,1,1,2
96986,1,1,2
96987,1,2,3
96988,1,2,3
96989,1,2,3
96990,13,3,16
96991,1,2,3
96992,1,6,7
96993,10,0,10
96994,16,38,54
96995,2,3,5
96996,1,6,7
96997,0,1,1
96998,19,2,21
96999,0,1,1
97000,3,1,4
97001,11,1,12
97002,14,2,16
97003,13,10,23
97004,18,2,20
97005,4,2,6
97006,14,1,15
97007,20,1,21
97008,9,1,10
97009,14,1,15
97010,3,2,5
97011,7,1,8
97012,3,3,6
97013,5,1,6
97014,11,1,12
97015,10,1,11
97016,4,2,6
97017,14,2,16
97018,10,2,12
97019,14,2,16
97020,2,2,4
97021,11,2,13
97022,11,1,12
97023,21,2,23
97024,11,1,12
97025,10,0,10
97026,1,1,2
97027,12,1,13
97028,20,2,22
97029,16,25,41
97030,17,1,18
97031,11,3,14
97032,15,1,16
97033,10,1,11
97034,20,2,22
97035,21,1,22
